Description of Goods and Services being Recharged,Quantity,Approved Rate
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  20.94  <> 4 62055 441287 3Y 03 3270   AWS CLOUD SERVICES 2025.09 20.94   <> Total          $20.94 $20.94,,
AWS CLOUD SERVICES,1,6563.6
"Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  6563.60  <> 4 66080 721278 B3 03 3270  PSTHAF AWS CLOUD SERVICES 2025.09 6563.60   <> Total          $6,563.60 $6,563.60",,
AWS CLOUD SERVICES,1,3097.51
"Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  3097.51  <> 4 27055 621588 UD 03 3270   AWS CLOUD SERVICES 2025.09 3097.51   <> Total          $3,097.51 $3,097.51",,
AWS CLOUD SERVICES,1,3.52
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  3.52  <> 4 66080 721278 B3 03 3270  PSTHAF AWS CLOUD SERVICES 2025.09 3.52   <> Total          $3.52 $3.52,,
AWS CLOUD SERVICES,1,3203.13
"Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  3203.13  <> 4 19900 727601 ED 03 3270  IMACCS AWS CLOUD SERVICES 2025.09 3203.13   <> Total          $3,203.13 $3,203.13",,
AWS CLOUD SERVICES,1,4.38
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  4.38  <> 4 69996 660167 BT 03 3270  FSRIXX AWS CLOUD SERVICES 2025.09 4.38   <> Total          $4.38 $4.38,,
AWS CLOUD SERVICES,1,244.93
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  244.93  <> 4 66080 721278 B3 03 3270  PSTHAF AWS CLOUD SERVICES 2025.09 244.93   <> Total          $244.93 $244.93,,
AWS CLOUD SERVICES,1,12.12
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  12.12  <> 4 19900 433943  03 3270   AWS CLOUD SERVICES 2025.09 12.12   <> Total          $12.12 $12.12,,
AWS CLOUD SERVICES,1,399.79
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  399.79  <> 4 69460 402832 WG 03 3270 AWS  AWS CLOUD SERVICES 2025.09 399.79   <> Total          $399.79 $399.79,,
AWS CLOUD SERVICES,1,14.07
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  14.07  <> 4 62259 401180 2Y 03 3270 FLYW 210 AWS CLOUD SERVICES 2025.09 14.07   <> Total          $14.07 $14.07,,
AWS CLOUD SERVICES,1,274.97
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  274.97  <> 4 69996 660167 BT 03 3270  FSRIXX AWS CLOUD SERVICES 2025.09 274.97   <> Total          $274.97 $274.97,,
AWS CLOUD SERVICES,1,111.71
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  111.71  <> 4 69315 403831 BG 05 3270   AWS CLOUD SERVICES 2025.09 111.71   <> Total          $111.71 $111.71,,
AWS CLOUD SERVICES,1,304.68
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  304.68  <> 4 19900 727601 SS 03 3270  SADCWS AWS CLOUD SERVICES 2025.09 304.68   <> Total          $304.68 $304.68,,
AWS CLOUD SERVICES,1,1446.13
"Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  1446.13  <> 4 19900 727601 CD 03 3270  DMBIAN AWS CLOUD SERVICES 2025.09 1446.13   <> Total          $1,446.13 $1,446.13",,
AWS CLOUD SERVICES,1,58.99
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  58.99  <> 4 57946 442521 YS 03 3270   AWS CLOUD SERVICES 2025.09 58.99   <> Total          $58.99 $58.99,,
AWS CLOUD SERVICES,1,2.31
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  2.31  <> 4 66080 721278 B3 03 3270  PSTHAF AWS CLOUD SERVICES 2025.09 2.31   <> Total          $2.31 $2.31,,
AWS CLOUD SERVICES,1,382.52
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  382.52  <> 4 66122 722806 OP 03 3270  ITSVCS AWS CLOUD SERVICES 2025.09 382.52   <> Total          $382.52 $382.52,,
AWS CLOUD SERVICES,1,44.32
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  44.32  <> 4 30356 441406 HW 03 3270   AWS CLOUD SERVICES 2025.09 44.32   <> Total          $44.32 $44.32,,
AWS CLOUD SERVICES,1,722.66
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  722.66  <> 4 19900 727601 FS 03 3270  FNLEDG AWS CLOUD SERVICES 2025.09 722.66   <> Total          $722.66 $722.66,,
AWS CLOUD SERVICES,1,3.01
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  3.01  <> 4 00215 804215 LZ 03 3270  BC84 AWS CLOUD SERVICES 2025.09 3.01   <> Total          $3.01 $3.01,,
AWS CLOUD SERVICES,1,2041.36
"Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  2041.36  <> 4 19900 727601 CD 03 3270  DMBIAN AWS CLOUD SERVICES 2025.09 2041.36   <> Total          $2,041.36 $2,041.36",,
AWS CLOUD SERVICES,1,0.03
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  0.03  <> 4 69314 404025 ZB 03 3270   AWS CLOUD SERVICES 2025.09 0.03   <> Total          $0.03 $0.03,,
AWS CLOUD SERVICES,1,1533.09
"Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  1533.09  <> 4 19900 444070 T1 03 3270   AWS CLOUD SERVICES 2025.09 1533.09   <> Total          $1,533.09 $1,533.09",,
AWS CLOUD SERVICES,1,2914.29
"Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  2914.29  <> 4 19900 402701 2J 03 3270  AWS AWS CLOUD SERVICES 2025.09 2914.29   <> Total          $2,914.29 $2,914.29",,
AWS CLOUD SERVICES,1,418.46
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  418.46  <> 4 19900 727601 CD 03 3270  DMEDWH AWS CLOUD SERVICES 2025.09 418.46   <> Total          $418.46 $418.46,,
AWS CLOUD SERVICES,1,0.78
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  0.78  <> 4 66080 721278 B3 03 3270  PSTHAF AWS CLOUD SERVICES 2025.09 0.78   <> Total          $0.78 $0.78,,
AWS CLOUD SERVICES,1,82.96
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  82.96  <> 4 69996 660167 BT 03 3270  FSRIXX AWS CLOUD SERVICES 2025.09 82.96   <> Total          $82.96 $82.96,,
AWS CLOUD SERVICES,1,93.54
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  93.54  <> 4 66080 721278 B6 03 3270  DSDESK AWS CLOUD SERVICES 2025.09 93.54   <> Total          $93.54 $93.54,,
AWS CLOUD SERVICES,1,961.61
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  961.61  <> 4 19900 727601 SS 03 3270  SADCWS AWS CLOUD SERVICES 2025.09 961.61   <> Total          $961.61 $961.61,,
AWS CLOUD SERVICES,1,305.51
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  305.51  <> 4 19900 727601 SS 03 3270  SADCWS AWS CLOUD SERVICES 2025.09 305.51   <> Total          $305.51 $305.51,,
AWS CLOUD SERVICES,1,765.88
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  765.88  <> 4 19900 727601 ED 03 3270  IMACCT AWS CLOUD SERVICES 2025.09 765.88   <> Total          $765.88 $765.88,,
AWS CLOUD SERVICES,1,858.58
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  858.58  <> 4 20300 611484 P1 03 3270  ADVA06 AWS CLOUD SERVICES 2025.09 858.58   <> Total          $858.58 $858.58,,
AWS CLOUD SERVICES,1,25.54
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  25.54  <> 4 21619 442511 OR 03 3270   AWS CLOUD SERVICES 2025.09 25.54   <> Total          $25.54 $25.54,,
AWS CLOUD SERVICES,1,127.44
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  127.44  <> 4 63000 427364  03 3270   AWS CLOUD SERVICES 2025.09 127.44   <> Total          $127.44 $127.44,,
AWS CLOUD SERVICES,1,1361.27
"Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  1361.27  <> 4 19900 727601 CD 03 3270  DMEDWH AWS CLOUD SERVICES 2025.09 1361.27   <> Total          $1,361.27 $1,361.27",,
AWS CLOUD SERVICES,1,322.36
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  322.36  <> 4 19900 727601 FS 03 3270  FNLEDG AWS CLOUD SERVICES 2025.09 322.36   <> Total          $322.36 $322.36,,
AWS CLOUD SERVICES,1,359.31
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  359.31  <> 4 32023 441460 CL 03 3270   AWS CLOUD SERVICES 2025.09 359.31   <> Total          $359.31 $359.31,,
AWS CLOUD SERVICES,1,3.97
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  3.97  <> 4 19900 727601 CD 03 3270  DMEDWH AWS CLOUD SERVICES 2025.09 3.97   <> Total          $3.97 $3.97,,
AWS CLOUD SERVICES,1,1007.48
"Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  1007.48  <> 4 66122 722806 OP 03 3270  ITSVCS AWS CLOUD SERVICES 2025.09 1007.48   <> Total          $1,007.48 $1,007.48",,
AWS CLOUD SERVICES,1,3705.81
"Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  3705.81  <> 4 19900 727601 CD 03 3270  DMEDWH AWS CLOUD SERVICES 2025.09 3705.81   <> Total          $3,705.81 $3,705.81",,
AWS CLOUD SERVICES,1,1755.31
"Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  1755.31  <> 4 61070 400915 CS 03 3270 4.8.24 AWS AWS CLOUD SERVICES 2025.09 1755.31   <> Total          $1,755.31 $1,755.31",,
AWS CLOUD SERVICES,1,299.72
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  299.72  <> 4 62251 401444 GF 03 3270   AWS CLOUD SERVICES 2025.09 299.72   <> Total          $299.72 $299.72,,
AWS CLOUD SERVICES,1,43.42
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  43.42  <> 4 20118 403880 2A 03 3270 ZES COMP AWS CLOUD SERVICES 2025.09 43.42   <> Total          $43.42 $43.42,,
AWS CLOUD SERVICES,1,49.01
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  49.01  <> 4 69749 403831 BP 03 3270   AWS CLOUD SERVICES 2025.09 49.01   <> Total          $49.01 $49.01,,
AWS CLOUD SERVICES,1,276.97
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  276.97  <> 4 19900 727601 BC 03 3270  ASBCSX AWS CLOUD SERVICES 2025.09 276.97   <> Total          $276.97 $276.97,,
AWS CLOUD SERVICES,1,0.4
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  0.40  <> 4 81107 443835 PN 03 3270   AWS CLOUD SERVICES 2025.09 0.40   <> Total          $0.40 $0.40,,
AWS CLOUD SERVICES,1,898.02
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  898.02  <> 4 19900 727601 SS 03 3270  SABILL AWS CLOUD SERVICES 2025.09 898.02   <> Total          $898.02 $898.02,,
AWS CLOUD SERVICES,1,0.03
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  0.03  <> 4 64500 441150 2Y 03 3270  PATH AWS CLOUD SERVICES 2025.09 0.03   <> Total          $0.03 $0.03,,
AWS CLOUD SERVICES,1,860.93
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  860.93  <> 4 19900 605000 AE 03 3270   AWS CLOUD SERVICES 2025.09 860.93   <> Total          $860.93 $860.93,,
AWS CLOUD SERVICES,1,2339.93
"Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  2339.93  <> 4 63000 427768  03 3270   AWS CLOUD SERVICES 2025.09 2339.93   <> Total          $2,339.93 $2,339.93",,
AWS CLOUD SERVICES,1,311.39
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  311.39  <> 4 69996 660167 BT 03 3270  FSRIXX AWS CLOUD SERVICES 2025.09 311.39   <> Total          $311.39 $311.39,,
AWS CLOUD SERVICES,1,16.58
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  16.58  <> 4 19900 437782  05 3270  AWSBP AWS CLOUD SERVICES 2025.09 16.58   <> Total          $16.58 $16.58,,
AWS CLOUD SERVICES,1,747.12
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  747.12  <> 4 31695 442521 KJ 03 3270   AWS CLOUD SERVICES 2025.09 747.12   <> Total          $747.12 $747.12,,
AWS CLOUD SERVICES,1,0.23
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  0.23  <> 4 61070 400964 J7 03 3270   AWS CLOUD SERVICES 2025.09 0.23   <> Total          $0.23 $0.23,,
AWS CLOUD SERVICES,1,124.36
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  124.36  <> 4 81884 441587 YA 03 3270   AWS CLOUD SERVICES 2025.09 124.36   <> Total          $124.36 $124.36,,
AWS CLOUD SERVICES,1,2185.62
"Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  2185.62  <> 4 69996 660168 IT 03 3270  SISRI AWS CLOUD SERVICES 2025.09 2185.62   <> Total          $2,185.62 $2,185.62",,
AWS CLOUD SERVICES,1,531.2
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  531.20  <> 4 66080 721278 B5 03 3270  CIBACK AWS CLOUD SERVICES 2025.09 531.20   <> Total          $531.20 $531.20,,
AWS CLOUD SERVICES,1,59.21
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  59.21  <> 4 19900 727601 SS 03 3270  SADCWS AWS CLOUD SERVICES 2025.09 59.21   <> Total          $59.21 $59.21,,
AWS CLOUD SERVICES,1,4.08
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  4.08  <> 4 18082 403933 2D 03 3270 DSG AWSLGC AWS CLOUD SERVICES 2025.09 4.08   <> Total          $4.08 $4.08,,
AWS CLOUD SERVICES,1,467.27
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  467.27  <> 4 69996 660167 BT 03 3270   AWS CLOUD SERVICES 2025.09 467.27   <> Total          $467.27 $467.27,,
AWS CLOUD SERVICES,1,3.8
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  3.80  <> 4 18082 403933 2D 03 3270 DSG AWSINF AWS CLOUD SERVICES 2025.09 3.80   <> Total          $3.80 $3.80,,
AWS CLOUD SERVICES,1,0.17
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  0.17  <> 4 77603 448000 JF 03 3270  WLAPP AWS CLOUD SERVICES 2025.09 0.17   <> Total          $0.17 $0.17,,
AWS CLOUD SERVICES,1,218.13
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  218.13  <> 4 19900 727601 BC 03 3270  ASBCSX AWS CLOUD SERVICES 2025.09 218.13   <> Total          $218.13 $218.13,,
AWS CLOUD SERVICES,1,0.14
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  0.14  <> 4 66080 721272 C7 03 3270  HTITTE AWS CLOUD SERVICES 2025.09 0.14   <> Total          $0.14 $0.14,,
AWS CLOUD SERVICES,1,362.61
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  362.61  <> 4 18082 403933 2D 03 3270  AWS AWS CLOUD SERVICES 2025.09 362.61   <> Total          $362.61 $362.61,,
AWS CLOUD SERVICES,1,220.03
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  220.03  <> 4 19900 721279 CT 03 3270   AWS CLOUD SERVICES 2025.09 220.03   <> Total          $220.03 $220.03,,
AWS CLOUD SERVICES,1,87.71
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  87.71  <> 4 17341 441315 MC 03 3270  MXG AWS CLOUD SERVICES 2025.09 87.71   <> Total          $87.71 $87.71,,
AWS CLOUD SERVICES,1,0.04
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  0.04  <> 4 81649 441587 RW 03 3270   AWS CLOUD SERVICES 2025.09 0.04   <> Total          $0.04 $0.04,,
AWS CLOUD SERVICES,1,87.1
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  87.10  <> 4 29732 441348 WJ 03 3270   AWS CLOUD SERVICES 2025.09 87.10   <> Total          $87.10 $87.10,,
AWS CLOUD SERVICES,1,10.78
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  10.78  <> 4 44689 400915 CS 03 3270   AWS CLOUD SERVICES 2025.09 10.78   <> Total          $10.78 $10.78,,
AWS CLOUD SERVICES,1,23.43
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  23.43  <> 4 49912 443890 2A 03 3270  ADWEB AWS CLOUD SERVICES 2025.09 23.43   <> Total          $23.43 $23.43,,
AWS CLOUD SERVICES,1,41.83
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  41.83  <> 4 69086 442591 SN 03 3270   AWS CLOUD SERVICES 2025.09 41.83   <> Total          $41.83 $41.83,,
AWS CLOUD SERVICES,1,14.98
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  14.98  <> 4 61018 439001 T1 03 3270   AWS CLOUD SERVICES 2025.09 14.98   <> Total          $14.98 $14.98,,
AWS CLOUD SERVICES,1,35.3
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  35.30  <> 4 44689 400915 CS 03 3270 4.8.24  AWS CLOUD SERVICES 2025.09 35.30   <> Total          $35.30 $35.30,,
AWS CLOUD SERVICES,1,25.23
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  25.23  <> 4 66080 726158 N3 03 3270  PPEXPX AWS CLOUD SERVICES 2025.09 25.23   <> Total          $25.23 $25.23,,
AWS CLOUD SERVICES,1,103.68
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  103.68  <> 4 80879 444025 JM 03 3270   AWS CLOUD SERVICES 2025.09 103.68   <> Total          $103.68 $103.68,,
AWS CLOUD SERVICES,1,79.3
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  79.30  <> 4 18796 626480 T1 03 3270   AWS CLOUD SERVICES 2025.09 79.30   <> Total          $79.30 $79.30,,
AWS CLOUD SERVICES,1,30969.91
"Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  30969.91  <> 4 66125 722280  03 3270 DTS AMAZON AWS CLOUD SERVICES 2025.09 30969.91   <> Total          $30,969.91 $30,969.91",,
AWS CLOUD SERVICES,1,2508.79
"Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  2508.79  <> 4 66125 722280  03 3270 DTS AMAZON AWS CLOUD SERVICES 2025.09 2508.79   <> Total          $2,508.79 $2,508.79",,
AWS CLOUD SERVICES,1,751.7
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  751.70  <> 4 19900 726155 K3 03 3270  DSGNRL AWS CLOUD SERVICES 2025.09 751.70   <> Total          $751.70 $751.70,,
AWS CLOUD SERVICES,1,532.24
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  532.24  <> 4 19900 726155 K3 03 3270  DSGNRL AWS CLOUD SERVICES 2025.09 532.24   <> Total          $532.24 $532.24,,
AWS CLOUD SERVICES,1,146.5
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  146.50  <> 4 19900 726152 G1 03 3270  FNLEDG AWS CLOUD SERVICES 2025.09 146.50   <> Total          $146.50 $146.50,,
AWS CLOUD SERVICES,1,423.45
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.09  423.45  <> 4 19900 726152 G1 03 3270  FNLEDG AWS CLOUD SERVICES 2025.09 423.45   <> Total          $423.45 $423.45,,
Grand Total,"$128,302.93","$128,302.93"
