Description of Goods and Services being Recharged,Quantity,Approved Rate
"Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  3120.85  <> 4 19900 727601 ED 03 3270  IMACCS AWS CLOUD SERVICES 2025.07 3120.85   <> Total          $3,120.85 $3,120.85",,
AWS CLOUD SERVICES,1,3.99
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  3.99  <> 4 69996 660167 BT 03 3270  FSRIXX AWS CLOUD SERVICES 2025.07 3.99   <> Total          $3.99 $3.99,,
AWS CLOUD SERVICES,1,228.47
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  228.47  <> 4 66080 721278 B3 03 3270  PSTHAF AWS CLOUD SERVICES 2025.07 228.47   <> Total          $228.47 $228.47,,
AWS CLOUD SERVICES,1,12.16
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  12.16  <> 4 19900 433943  03 3270   AWS CLOUD SERVICES 2025.07 12.16   <> Total          $12.16 $12.16,,
AWS CLOUD SERVICES,1,344.99
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  344.99  <> 4 69460 402832 WG 03 3270 AWS  AWS CLOUD SERVICES 2025.07 344.99   <> Total          $344.99 $344.99,,
AWS CLOUD SERVICES,1,13.28
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  13.28  <> 4 62259 401180 2Y 03 3270 FLYW 210 AWS CLOUD SERVICES 2025.07 13.28   <> Total          $13.28 $13.28,,
AWS CLOUD SERVICES,1,275.75
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  275.75  <> 4 69996 660167 BT 03 3270  FSRIXX AWS CLOUD SERVICES 2025.07 275.75   <> Total          $275.75 $275.75,,
AWS CLOUD SERVICES,1,111.69
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  111.69  <> 4 69315 403831 BG 05 3270   AWS CLOUD SERVICES 2025.07 111.69   <> Total          $111.69 $111.69,,
AWS CLOUD SERVICES,1,464.21
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  464.21  <> 4 19900 727601 SS 03 3270  SADCWS AWS CLOUD SERVICES 2025.07 464.21   <> Total          $464.21 $464.21,,
AWS CLOUD SERVICES,1,1405.4
"Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  1405.40  <> 4 19900 727601 CD 03 3270  DMBIAN AWS CLOUD SERVICES 2025.07 1405.40   <> Total          $1,405.40 $1,405.40",,
AWS CLOUD SERVICES,1,56.8
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  56.80  <> 4 57946 442521 YS 03 3270   AWS CLOUD SERVICES 2025.07 56.80   <> Total          $56.80 $56.80,,
AWS CLOUD SERVICES,1,2.1
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  2.10  <> 4 66080 721278 B3 03 3270  PSTHAF AWS CLOUD SERVICES 2025.07 2.10   <> Total          $2.10 $2.10,,
AWS CLOUD SERVICES,1,370.54
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  370.54  <> 4 66122 722806 OP 03 3270  ITSVCS AWS CLOUD SERVICES 2025.07 370.54   <> Total          $370.54 $370.54,,
AWS CLOUD SERVICES,1,189.54
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  189.54  <> 4 30356 441406 HW 03 3270   AWS CLOUD SERVICES 2025.07 189.54   <> Total          $189.54 $189.54,,
AWS CLOUD SERVICES,1,677.49
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  677.49  <> 4 19900 727601 FS 03 3270  FNLEDG AWS CLOUD SERVICES 2025.07 677.49   <> Total          $677.49 $677.49,,
AWS CLOUD SERVICES,1,1.69
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  1.69  <> 4 00215 804215 LZ 03 3270  BC84 AWS CLOUD SERVICES 2025.07 1.69   <> Total          $1.69 $1.69,,
AWS CLOUD SERVICES,1,0.01
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  0.01  <> 4 69314 404025 ZB 03 3270   AWS CLOUD SERVICES 2025.07 0.01   <> Total          $0.01 $0.01,,
AWS CLOUD SERVICES,1,1980.44
"Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  1980.44  <> 4 19900 444070 T1 03 3270   AWS CLOUD SERVICES 2025.07 1980.44   <> Total          $1,980.44 $1,980.44",,
AWS CLOUD SERVICES,1,2875.8
"Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  2875.80  <> 4 19900 402701 2J 03 3270  AWS AWS CLOUD SERVICES 2025.07 2875.80   <> Total          $2,875.80 $2,875.80",,
AWS CLOUD SERVICES,1,381.18
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  381.18  <> 4 19900 727601 CD 03 3270  DMEDWH AWS CLOUD SERVICES 2025.07 381.18   <> Total          $381.18 $381.18,,
AWS CLOUD SERVICES,1,0.56
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  0.56  <> 4 66080 721278 B3 03 3270  PSTHAF AWS CLOUD SERVICES 2025.07 0.56   <> Total          $0.56 $0.56,,
AWS CLOUD SERVICES,1,68.1
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  68.10  <> 4 69996 660167 BT 03 3270  FSRIXX AWS CLOUD SERVICES 2025.07 68.10   <> Total          $68.10 $68.10,,
AWS CLOUD SERVICES,1,90.22
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  90.22  <> 4 66080 721278 B6 03 3270  DSDESK AWS CLOUD SERVICES 2025.07 90.22   <> Total          $90.22 $90.22,,
AWS CLOUD SERVICES,1,932.83
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  932.83  <> 4 19900 727601 SS 03 3270  SADCWS AWS CLOUD SERVICES 2025.07 932.83   <> Total          $932.83 $932.83,,
AWS CLOUD SERVICES,1,315.5
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  315.50  <> 4 19900 727601 SS 03 3270  SADCWS AWS CLOUD SERVICES 2025.07 315.50   <> Total          $315.50 $315.50,,
AWS CLOUD SERVICES,1,731.99
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  731.99  <> 4 19900 727601 ED 03 3270  IMACCT AWS CLOUD SERVICES 2025.07 731.99   <> Total          $731.99 $731.99,,
AWS CLOUD SERVICES,1,793.93
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  793.93  <> 4 20300 611484 P1 03 3270  ADVA06 AWS CLOUD SERVICES 2025.07 793.93   <> Total          $793.93 $793.93,,
AWS CLOUD SERVICES,1,25.53
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  25.53  <> 4 21619 442511 OR 03 3270   AWS CLOUD SERVICES 2025.07 25.53   <> Total          $25.53 $25.53,,
AWS CLOUD SERVICES,1,111.04
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  111.04  <> 4 63000 427364  03 3270   AWS CLOUD SERVICES 2025.07 111.04   <> Total          $111.04 $111.04,,
AWS CLOUD SERVICES,1,1351.71
"Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  1351.71  <> 4 19900 727601 CD 03 3270  DMEDWH AWS CLOUD SERVICES 2025.07 1351.71   <> Total          $1,351.71 $1,351.71",,
AWS CLOUD SERVICES,1,356.34
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  356.34  <> 4 19900 727601 FS 03 3270  FNLEDG AWS CLOUD SERVICES 2025.07 356.34   <> Total          $356.34 $356.34,,
AWS CLOUD SERVICES,1,1464.79
"Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  1464.79  <> 4 32023 441460 CL 03 3270   AWS CLOUD SERVICES 2025.07 1464.79   <> Total          $1,464.79 $1,464.79",,
AWS CLOUD SERVICES,1,3.66
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  3.66  <> 4 19900 727601 CD 03 3270  DMEDWH AWS CLOUD SERVICES 2025.07 3.66   <> Total          $3.66 $3.66,,
AWS CLOUD SERVICES,1,1203.43
"Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  1203.43  <> 4 66122 722806 OP 03 3270  ITSVCS AWS CLOUD SERVICES 2025.07 1203.43   <> Total          $1,203.43 $1,203.43",,
AWS CLOUD SERVICES,1,3502.73
"Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  3502.73  <> 4 19900 727601 CD 03 3270  DMEDWH AWS CLOUD SERVICES 2025.07 3502.73   <> Total          $3,502.73 $3,502.73",,
AWS CLOUD SERVICES,1,1902.64
"Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  1902.64  <> 4 61070 400915 CS 03 3270 4.8.24 AWS AWS CLOUD SERVICES 2025.07 1902.64   <> Total          $1,902.64 $1,902.64",,
AWS CLOUD SERVICES,1,300.28
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  300.28  <> 4 62251 401444 GF 03 3270   AWS CLOUD SERVICES 2025.07 300.28   <> Total          $300.28 $300.28,,
AWS CLOUD SERVICES,1,119.7
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  119.70  <> 4 20118 403880 2A 03 3270 ZES COMP AWS CLOUD SERVICES 2025.07 119.70   <> Total          $119.70 $119.70,,
AWS CLOUD SERVICES,1,47.83
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  47.83  <> 4 69749 403831 BP 03 3270   AWS CLOUD SERVICES 2025.07 47.83   <> Total          $47.83 $47.83,,
AWS CLOUD SERVICES,1,351.95
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  351.95  <> 4 19900 727601 BC 03 3270  ASBCSX AWS CLOUD SERVICES 2025.07 351.95   <> Total          $351.95 $351.95,,
AWS CLOUD SERVICES,1,0.38
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  0.38  <> 4 81107 443835 PN 03 3270   AWS CLOUD SERVICES 2025.07 0.38   <> Total          $0.38 $0.38,,
AWS CLOUD SERVICES,1,873.38
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  873.38  <> 4 19900 727601 SS 03 3270  SABILL AWS CLOUD SERVICES 2025.07 873.38   <> Total          $873.38 $873.38,,
AWS CLOUD SERVICES,1,0.02
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  0.02  <> 4 64500 441150 2Y 03 3270  PATH AWS CLOUD SERVICES 2025.07 0.02   <> Total          $0.02 $0.02,,
AWS CLOUD SERVICES,1,862.99
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  862.99  <> 4 19900 605000 AE 03 3270   AWS CLOUD SERVICES 2025.07 862.99   <> Total          $862.99 $862.99,,
AWS CLOUD SERVICES,1,2340.6
"Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  2340.60  <> 4 63000 427768  03 3270   AWS CLOUD SERVICES 2025.07 2340.60   <> Total          $2,340.60 $2,340.60",,
AWS CLOUD SERVICES,1,312.28
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  312.28  <> 4 69996 660167 BT 03 3270  FSRIXX AWS CLOUD SERVICES 2025.07 312.28   <> Total          $312.28 $312.28,,
AWS CLOUD SERVICES,1,16.17
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  16.17  <> 4 19900 437782  05 3270  AWSBP AWS CLOUD SERVICES 2025.07 16.17   <> Total          $16.17 $16.17,,
AWS CLOUD SERVICES,1,130.86
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  130.86  <> 4 31695 442521 KJ 03 3270   AWS CLOUD SERVICES 2025.07 130.86   <> Total          $130.86 $130.86,,
AWS CLOUD SERVICES,1,0.16
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  0.16  <> 4 61070 400964 J7 03 3270   AWS CLOUD SERVICES 2025.07 0.16   <> Total          $0.16 $0.16,,
AWS CLOUD SERVICES,1,124.04
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  124.04  <> 4 81884 441587 YA 03 3270   AWS CLOUD SERVICES 2025.07 124.04   <> Total          $124.04 $124.04,,
AWS CLOUD SERVICES,1,1842.49
"Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  1842.49  <> 4 69996 660168 IT 03 3270  SISRI AWS CLOUD SERVICES 2025.07 1842.49   <> Total          $1,842.49 $1,842.49",,
AWS CLOUD SERVICES,1,501.34
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  501.34  <> 4 66080 721278 B5 03 3270  CIBACK AWS CLOUD SERVICES 2025.07 501.34   <> Total          $501.34 $501.34,,
AWS CLOUD SERVICES,1,83.28
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  83.28  <> 4 19900 727601 SS 03 3270  SADCWS AWS CLOUD SERVICES 2025.07 83.28   <> Total          $83.28 $83.28,,
AWS CLOUD SERVICES,1,3.71
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  3.71  <> 4 18082 403933 2D 03 3270 DSG AWSLGC AWS CLOUD SERVICES 2025.07 3.71   <> Total          $3.71 $3.71,,
AWS CLOUD SERVICES,1,491.91
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  491.91  <> 4 69996 660167 BT 03 3270   AWS CLOUD SERVICES 2025.07 491.91   <> Total          $491.91 $491.91,,
AWS CLOUD SERVICES,1,3.41
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  3.41  <> 4 18082 403933 2D 03 3270 DSG AWSINF AWS CLOUD SERVICES 2025.07 3.41   <> Total          $3.41 $3.41,,
AWS CLOUD SERVICES,1,0.09
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  0.09  <> 4 77603 448000 JF 03 3270  WLAPP AWS CLOUD SERVICES 2025.07 0.09   <> Total          $0.09 $0.09,,
AWS CLOUD SERVICES,1,210.96
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  210.96  <> 4 19900 727601 BC 03 3270  ASBCSX AWS CLOUD SERVICES 2025.07 210.96   <> Total          $210.96 $210.96,,
AWS CLOUD SERVICES,1,0.13
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  0.13  <> 4 66080 721272 C7 03 3270  HTITTE AWS CLOUD SERVICES 2025.07 0.13   <> Total          $0.13 $0.13,,
AWS CLOUD SERVICES,1,410.04
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  410.04  <> 4 18082 403933 2D 03 3270  AWS AWS CLOUD SERVICES 2025.07 410.04   <> Total          $410.04 $410.04,,
AWS CLOUD SERVICES,1,204.61
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  204.61  <> 4 19900 721279 CT 03 3270   AWS CLOUD SERVICES 2025.07 204.61   <> Total          $204.61 $204.61,,
AWS CLOUD SERVICES,1,87.69
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  87.69  <> 4 17341 441315 MC 03 3270  MXG AWS CLOUD SERVICES 2025.07 87.69   <> Total          $87.69 $87.69,,
AWS CLOUD SERVICES,1,0.01
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  0.01  <> 4 81649 441587 RW 03 3270   AWS CLOUD SERVICES 2025.07 0.01   <> Total          $0.01 $0.01,,
AWS CLOUD SERVICES,1,87.1
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  87.10  <> 4 29732 441348 WJ 03 3270   AWS CLOUD SERVICES 2025.07 87.10   <> Total          $87.10 $87.10,,
AWS CLOUD SERVICES,1,13.74
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  13.74  <> 4 44689 400915 CS 03 3270   AWS CLOUD SERVICES 2025.07 13.74   <> Total          $13.74 $13.74,,
AWS CLOUD SERVICES,1,18.83
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  18.83  <> 4 49912 443890 2A 03 3270  ADWEB AWS CLOUD SERVICES 2025.07 18.83   <> Total          $18.83 $18.83,,
AWS CLOUD SERVICES,1,40.56
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  40.56  <> 4 69086 442591 SN 03 3270   AWS CLOUD SERVICES 2025.07 40.56   <> Total          $40.56 $40.56,,
AWS CLOUD SERVICES,1,14.51
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  14.51  <> 4 61018 439001 T1 03 3270   AWS CLOUD SERVICES 2025.07 14.51   <> Total          $14.51 $14.51,,
AWS CLOUD SERVICES,1,10.91
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  10.91  <> 4 44689 400915 CS 03 3270 4.8.24  AWS CLOUD SERVICES 2025.07 10.91   <> Total          $10.91 $10.91,,
AWS CLOUD SERVICES,1,11.18
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  11.18  <> 4 66080 726158 N3 03 3270  PPEXPX AWS CLOUD SERVICES 2025.07 11.18   <> Total          $11.18 $11.18,,
AWS CLOUD SERVICES,1,103.68
Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  103.68  <> 4 80879 444025 JM 03 3270   AWS CLOUD SERVICES 2025.07 103.68   <> Total          $103.68 $103.68,,
AWS CLOUD SERVICES,1,20745.45
"Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  20745.45  <> 4 66125 722280  03 3270 DTS AMAZON AWS CLOUD SERVICES 2025.07 20745.45   <> Total          $20,745.45 $20,745.45",,
AWS CLOUD SERVICES,1,1880.99
"Loc Fund Account CC Sub Object Source Project Description Reference Debit Credit  <> 4 66080 721274 S7 09 3900   AWS CLOUD SERVICES 2025.07  1880.99  <> 4 66125 722280  03 3270 DTS AMAZON AWS CLOUD SERVICES 2025.07 1880.99   <> Total          $1,880.99 $1,880.99",,
Grand Total,"$111,452.68","$111,452.68"
